Paper URL,Reviewer,Pre-rebuttal Score,Post-rebuttal Score
https://papers.miccai.org/miccai-2024/217-Paper0750.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/217-Paper0750.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/217-Paper0750.html,Reviewer 4,5,N/A
https://papers.miccai.org/miccai-2024/218-Paper1173.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/218-Paper1173.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/218-Paper1173.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/219-Paper1486.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/219-Paper1486.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/219-Paper1486.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/220-Paper0322.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/220-Paper0322.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/220-Paper0322.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/221-Paper0078.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/221-Paper0078.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/221-Paper0078.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/222-Paper3391.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/222-Paper3391.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/222-Paper3391.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/223-Paper1193.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/223-Paper1193.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/223-Paper1193.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/224-Paper2125.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/224-Paper2125.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/224-Paper2125.html,Reviewer 3,6,N/A
https://papers.miccai.org/miccai-2024/225-Paper1315.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/225-Paper1315.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/225-Paper1315.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/226-Paper0195.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/226-Paper0195.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/226-Paper0195.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/227-Paper0872.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/227-Paper0872.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/227-Paper0872.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/228-Paper1467.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/228-Paper1467.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/228-Paper1467.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/229-Paper1334.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/229-Paper1334.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/229-Paper1334.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/230-Paper3584.html,Reviewer 1,1,N/A
https://papers.miccai.org/miccai-2024/230-Paper3584.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/230-Paper3584.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/231-Paper2230.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/231-Paper2230.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/231-Paper2230.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/232-Paper1074.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/232-Paper1074.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/232-Paper1074.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/233-Paper2009.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/233-Paper2009.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/233-Paper2009.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/234-Paper0383.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/234-Paper0383.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/234-Paper0383.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/235-Paper2861.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/235-Paper2861.html,Reviewer 2,3,3
https://papers.miccai.org/miccai-2024/235-Paper2861.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/236-Paper3719.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/236-Paper3719.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/236-Paper3719.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/237-Paper2429.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/237-Paper2429.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/237-Paper2429.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/238-Paper4059.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/238-Paper4059.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/238-Paper4059.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/239-Paper1343.html,Reviewer 1,2,2
https://papers.miccai.org/miccai-2024/239-Paper1343.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/239-Paper1343.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/240-Paper2081.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/240-Paper2081.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/240-Paper2081.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/241-Paper3110.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/241-Paper3110.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/241-Paper3110.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/242-Paper2284.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/242-Paper2284.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/242-Paper2284.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/243-Paper4215.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/243-Paper4215.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/243-Paper4215.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/244-Paper3214.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/244-Paper3214.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/244-Paper3214.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/245-Paper2829.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/245-Paper2829.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/245-Paper2829.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/246-Paper1276.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/246-Paper1276.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/246-Paper1276.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/247-Paper1741.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/247-Paper1741.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/247-Paper1741.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/247-Paper1741.html,Reviewer 4,6,N/A
https://papers.miccai.org/miccai-2024/248-Paper1357.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/248-Paper1357.html,Reviewer 2,3,2
https://papers.miccai.org/miccai-2024/248-Paper1357.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/249-Paper1793.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/249-Paper1793.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/249-Paper1793.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/250-Paper2837.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/250-Paper2837.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/250-Paper2837.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/251-Paper1197.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/251-Paper1197.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/251-Paper1197.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/252-Paper0950.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/252-Paper0950.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/252-Paper0950.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/253-Paper0814.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/253-Paper0814.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/253-Paper0814.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/254-Paper1903.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/254-Paper1903.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/254-Paper1903.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/255-Paper2686.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/255-Paper2686.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/255-Paper2686.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/256-Paper1328.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/256-Paper1328.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/256-Paper1328.html,Reviewer 3,6,6
https://papers.miccai.org/miccai-2024/257-Paper1027.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/257-Paper1027.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/257-Paper1027.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/258-Paper0158.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/258-Paper0158.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/258-Paper0158.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/259-Paper1980.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/259-Paper1980.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/259-Paper1980.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/260-Paper3783.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/260-Paper3783.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/260-Paper3783.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/261-Paper2831.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/261-Paper2831.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/261-Paper2831.html,Reviewer 3,6,5
https://papers.miccai.org/miccai-2024/262-Paper2548.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/262-Paper2548.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/262-Paper2548.html,Reviewer 3,4,2
https://papers.miccai.org/miccai-2024/263-Paper3444.html,Reviewer 1,2,2
https://papers.miccai.org/miccai-2024/263-Paper3444.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/263-Paper3444.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/264-Paper0627.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/264-Paper0627.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/264-Paper0627.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/265-Paper0065.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/265-Paper0065.html,Reviewer 2,3,5
https://papers.miccai.org/miccai-2024/265-Paper0065.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/266-Paper1468.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/266-Paper1468.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/266-Paper1468.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/267-Paper1181.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/267-Paper1181.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/267-Paper1181.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/268-Paper1923.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/268-Paper1923.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/268-Paper1923.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/269-Paper1632.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/269-Paper1632.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/269-Paper1632.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/270-Paper0556.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/270-Paper0556.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/270-Paper0556.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/271-Paper0223.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/271-Paper0223.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/271-Paper0223.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/272-Paper0225.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/272-Paper0225.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/272-Paper0225.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/273-Paper1282.html,Reviewer 1,1,2
https://papers.miccai.org/miccai-2024/273-Paper1282.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/273-Paper1282.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/274-Paper1232.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/274-Paper1232.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/274-Paper1232.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/274-Paper1232.html,Reviewer 4,5,5
https://papers.miccai.org/miccai-2024/275-Paper0470.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/275-Paper0470.html,Reviewer 2,3,5
https://papers.miccai.org/miccai-2024/275-Paper0470.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/276-Paper1656.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/276-Paper1656.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/276-Paper1656.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/277-Paper0791.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/277-Paper0791.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/277-Paper0791.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/278-Paper0221.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/278-Paper0221.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/278-Paper0221.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/279-Paper0765.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/279-Paper0765.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/279-Paper0765.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/280-Paper1856.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/280-Paper1856.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/280-Paper1856.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/281-Paper3447.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/281-Paper3447.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/281-Paper3447.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/282-Paper0845.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/282-Paper0845.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/282-Paper0845.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/283-Paper2283.html,Reviewer 1,1,N/A
https://papers.miccai.org/miccai-2024/283-Paper2283.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/283-Paper2283.html,Reviewer 3,5,6
https://papers.miccai.org/miccai-2024/284-Paper2459.html,Reviewer 1,2,5
https://papers.miccai.org/miccai-2024/284-Paper2459.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/284-Paper2459.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/285-Paper3261.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/285-Paper3261.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/285-Paper3261.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/285-Paper3261.html,Reviewer 4,4,5
https://papers.miccai.org/miccai-2024/286-Paper0703.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/286-Paper0703.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/286-Paper0703.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/287-Paper2889.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/287-Paper2889.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/287-Paper2889.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/288-Paper0920.html,Reviewer 1,2,4
https://papers.miccai.org/miccai-2024/288-Paper0920.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/288-Paper0920.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/289-Paper0511.html,Reviewer 1,5,N/A
https://papers.miccai.org/miccai-2024/289-Paper0511.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/289-Paper0511.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/290-Paper1644.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/290-Paper1644.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/290-Paper1644.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/291-Paper2280.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/291-Paper2280.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/291-Paper2280.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/292-Paper1928.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/292-Paper1928.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/292-Paper1928.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/293-Paper0300.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/293-Paper0300.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/293-Paper0300.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/294-Paper1378.html,Reviewer 1,3,2
https://papers.miccai.org/miccai-2024/294-Paper1378.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/294-Paper1378.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/294-Paper1378.html,Reviewer 4,5,N/A
https://papers.miccai.org/miccai-2024/295-Paper1131.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/295-Paper1131.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/295-Paper1131.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/296-Paper2292.html,Reviewer 1,1,1
https://papers.miccai.org/miccai-2024/296-Paper2292.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/296-Paper2292.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/297-Paper3515.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/297-Paper3515.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/297-Paper3515.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/298-Paper3085.html,Reviewer 1,2,1
https://papers.miccai.org/miccai-2024/298-Paper3085.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/298-Paper3085.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/299-Paper0689.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/299-Paper0689.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/299-Paper0689.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/300-Paper2142.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/300-Paper2142.html,Reviewer 2,5,5
https://papers.miccai.org/miccai-2024/300-Paper2142.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/301-Paper1871.html,Reviewer 1,2,5
https://papers.miccai.org/miccai-2024/301-Paper1871.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/301-Paper1871.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/302-Paper2315.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/302-Paper2315.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/302-Paper2315.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/303-Paper1324.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/303-Paper1324.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/303-Paper1324.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/304-Paper3332.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/304-Paper3332.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/304-Paper3332.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/305-Paper1874.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/305-Paper1874.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/305-Paper1874.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/306-Paper0615.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/306-Paper0615.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/306-Paper0615.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/307-Paper1577.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/307-Paper1577.html,Reviewer 2,3,N/A
https://papers.miccai.org/miccai-2024/307-Paper1577.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/308-Paper2609.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/308-Paper2609.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/308-Paper2609.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/309-Paper3105.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/309-Paper3105.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/309-Paper3105.html,Reviewer 3,4,5
https://papers.miccai.org/miccai-2024/310-Paper3697.html,Reviewer 1,2,2
https://papers.miccai.org/miccai-2024/310-Paper3697.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/310-Paper3697.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/311-Paper2447.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/311-Paper2447.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/311-Paper2447.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/312-Paper2456.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/312-Paper2456.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/312-Paper2456.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/313-Paper0234.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/313-Paper0234.html,Reviewer 2,4,2
https://papers.miccai.org/miccai-2024/313-Paper0234.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/314-Paper2251.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/314-Paper2251.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/314-Paper2251.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/315-Paper1767.html,Reviewer 1,3,5
https://papers.miccai.org/miccai-2024/315-Paper1767.html,Reviewer 2,3,2
https://papers.miccai.org/miccai-2024/315-Paper1767.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/315-Paper1767.html,Reviewer 4,5,N/A
https://papers.miccai.org/miccai-2024/316-Paper0410.html,Reviewer 1,3,4
https://papers.miccai.org/miccai-2024/316-Paper0410.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/316-Paper0410.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/316-Paper0410.html,Reviewer 4,4,N/A
https://papers.miccai.org/miccai-2024/317-Paper1841.html,Reviewer 1,2,3
https://papers.miccai.org/miccai-2024/317-Paper1841.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/317-Paper1841.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/318-Paper0368.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/318-Paper0368.html,Reviewer 2,3,3
https://papers.miccai.org/miccai-2024/318-Paper0368.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/319-Paper2717.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/319-Paper2717.html,Reviewer 2,5,N/A
https://papers.miccai.org/miccai-2024/319-Paper2717.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/320-Paper0366.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/320-Paper0366.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/320-Paper0366.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/321-Paper1182.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/321-Paper1182.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/321-Paper1182.html,Reviewer 3,5,N/A
https://papers.miccai.org/miccai-2024/322-Paper2266.html,Reviewer 1,3,N/A
https://papers.miccai.org/miccai-2024/322-Paper2266.html,Reviewer 2,3,4
https://papers.miccai.org/miccai-2024/322-Paper2266.html,Reviewer 3,5,4
https://papers.miccai.org/miccai-2024/323-Paper1176.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/323-Paper1176.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/323-Paper1176.html,Reviewer 3,4,N/A
https://papers.miccai.org/miccai-2024/324-Paper2368.html,Reviewer 1,2,N/A
https://papers.miccai.org/miccai-2024/324-Paper2368.html,Reviewer 2,4,4
https://papers.miccai.org/miccai-2024/324-Paper2368.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/325-Paper3884.html,Reviewer 1,3,3
https://papers.miccai.org/miccai-2024/325-Paper3884.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/325-Paper3884.html,Reviewer 3,4,4
https://papers.miccai.org/miccai-2024/326-Paper0102.html,Reviewer 1,3,6
https://papers.miccai.org/miccai-2024/326-Paper0102.html,Reviewer 2,4,5
https://papers.miccai.org/miccai-2024/326-Paper0102.html,Reviewer 3,5,5
https://papers.miccai.org/miccai-2024/327-Paper3732.html,Reviewer 1,4,N/A
https://papers.miccai.org/miccai-2024/327-Paper3732.html,Reviewer 2,4,N/A
https://papers.miccai.org/miccai-2024/327-Paper3732.html,Reviewer 3,4,N/A
